disease-id	disease-name	other-ids	parent-ids	disease-treenum	disease-synonyms	disease-category
MESH:C537330	Shwachman syndrome	DO:DOID:0060479|OMIM:260400	MESH:D001855|MESH:D008068|MESH:D010188	C06.689.276/C537330|C15.378.190/C537330|C17.800.463/C537330|C18.452.584.718/C537330	Congenital Lipomatosis of Pancreas|Lipomatosis of pancreas, congenital|Metaphyseal Chondrodysplasia, Shwachman Type|Pancreatic insufficiency and bone marrow dysfunction|SDS|Shwachman-Bodian-Diamond Syndrome|Shwachman-Bodian syndrome|Shwachman-Diamond-Oski Syndrome|Shwachman-Diamond syndrome	Blood disease|Digestive system disease|Metabolic disease|Skin disease
MESH:C566267	Hypobetalipoproteinemia, Familial	OMIM:615558	MESH:D052476	C18.452.584.500.875.440.750/C566267	Acanthocytosis With Hypobetalipoproteinemia|FHBL|FHBL1|HYPOBETALIPOPROTEINEMIA, FAMILIAL|Hypobetalipoproteinemia, Familial, 1|Hypobetalipoproteinemia, Normotriglyceridemic	Metabolic disease
MESH:C535642	Growth retardation, Alopecia, Pseudoanodontia and Optic atrophy	OMIM:230740	MESH:D000505|MESH:D000848|MESH:D006130|MESH:D015418	C07.650.800.100/C535642|C07.793.700.100/C535642|C10.292.700.225.500/C535642|C10.574.500.662/C535642|C11.270.564/C535642|C11.640.451.451/C535642|C16.131.850.800.100/C535642|C16.320.290.564/C535642|C16.320.400.630/C535642|C17.800.329.937.122/C535642|C23.300.035/C535642|C23.550.393/C535642	Gapo Syndrome|Growth Retardation, Alopecia, Pseudoanodontia, And Optic Atrophy|Odontotrichomelic Syndrome|Tetramelic Deficiencies, Ectodermal Dysplasia, Deformed Ears, And Other Abnormalities	Congenital abnormality|Eye disease|Genetic disease (inborn)|Mouth disease|Nervous system disease|Pathology (anatomical condition)|Pathology (process)|Skin disease
MESH:C565703	Cataract, Pulverulent, Juvenile-Onset	OMIM:610202	MESH:D002386	C11.510.245/C565703	CATARACT 21, MULTIPLE TYPES|CATARACT 21, MULTIPLE TYPES, WITH OR WITHOUT MICROCORNEA|Cataract, Congenital, Cerulean Type, 4|CATARACT, PULVERULENT, JUVENILE-ONSET|CCA4|CTRCT21	Eye disease
MESH:D053842	Microsatellite Instability		MESH:D042822	C23.550.362.590	Error Phenotype, Replication|Error Phenotypes, Replication|Instability, Microsatellite|Phenotype, Replication Error|Phenotypes, Replication Error|Replication Error Phenotype|Replication Error Phenotypes	Pathology (process)
OMIM:616050	AUTOINFLAMMATION WITH INFANTILE ENTEROCOLITIS		MESH:D004760|MESH:D007249|MESH:D056660	C06.405.205.596/616050|C06.405.469.363/616050|C16.320.382/616050|C17.800.827.368/616050|C23.550.470/616050	AIFEC	Digestive system disease|Genetic disease (inborn)|Pathology (process)|Skin disease
MESH:D066126	Cardiotoxicity		MESH:D010335|MESH:D011832|MESH:D064420	C23.550.161|C25.100.389|C26.733.266	Cardiac Toxicities|Cardiac Toxicity|Cardiotoxicities|Toxicities, Cardiac|Toxicity, Cardiac	Pathology (process)|Wounds and injuries|Chemically-Induced Disorders
MESH:C563775	Myotilinopathy	OMIM:609200	MESH:D020914	C05.651.575/C563775|C10.668.491.550/C563775	MFM3|MYOPATHY, MYOFIBRILLAR, 3|Myopathy, Myofibrillar, Myotilin-Related|MYOTILINOPATHY	Musculoskeletal disease|Nervous system disease
OMIM:608410	BODY MASS INDEX QUANTITATIVE TRAIT LOCUS 7		MESH:D009765	C18.654.726.500/608410|C23.888.144.699.500/608410	BMIQ7|OBESITY, SUSCEPTIBILITY TO	Nutrition disorder|Signs and symptoms
MESH:D005354	Fibrosarcoma	DO:DOID:3355	MESH:D012509|MESH:D018218	C04.557.450.565.590.350|C04.557.450.795.350	Fibrosarcomas	Cancer
MESH:C567677	Corneal Dystrophy, Fuchs Endothelial, 4	OMIM:613268	MESH:D005642	C11.204.236.438/C567677|C11.270.162.438/C567677|C16.320.290.162.410/C567677	CORNEAL DYSTROPHY, FUCHS ENDOTHELIAL, LATE-ONSET|FECD4	Eye disease|Genetic disease (inborn)
MESH:D066253	Vascular Remodeling		MESH:D010335|MESH:D020763	C23.300.977|C23.550.918	Arterial Remodeling, Pulmonary|Arterial Remodelings, Pulmonary|Pulmonary Arterial Remodeling|Pulmonary Arterial Remodelings|Remodeling, Pulmonary Arterial|Remodelings, Pulmonary Arterial|Remodelings, Vascular|Remodeling, Vascular|Vascular Remodelings	Pathology (anatomical condition)|Pathology (process)
MESH:C537731	Oculocutaneous albinism type 3	OMIM:203290	MESH:D016115	C11.270.040.545/C537731|C16.320.290.040.100/C537731|C16.320.565.100.102.100/C537731|C16.320.850.080.100/C537731|C17.800.621.440.102.100/C537731|C17.800.827.080.100/C537731|C18.452.648.100.102.100/C537731	Albinism 3|ALBINISM III|Albinism, oculocutaneous, type 3|ALBINISM, OCULOCUTANEOUS, TYPE III|OCA3|OCULOCUTANEOUS ALBINISM, TYPE III|ROCA|RUFOUS OCULOCUTANEOUS ALBINISM|XANTHISM	Eye disease|Genetic disease (inborn)|Metabolic disease|Skin disease
MESH:C564166	Hyperparathyroidism 1	OMIM:145000	MESH:D049950	C19.642.355.239/C564166	Familial Isolated Hyperparathyroidism|HRPT1|Hyperparathyroidism, Familial Isolated Primary|HYPERPARATHYROIDISM, FAMILIAL ISOLATED PRIMARY;FIHP PARATHYROID ADENOMA, FAMILIAL, INCLUDED|Parathyroid Adenoma, Familial	Endocrine system disease
MESH:C567847	Hypomyelination, Global Cerebral	OMIM:612949	MESH:D011596|MESH:D020279|MESH:D028361	C10.228.140.163.100.362/C567847|C10.228.140.695.625/C567847|C10.314.400/C567847|C10.574.500.494/C567847|C10.597.606.881/C567847|C16.320.400.367/C567847|C16.320.565.189.362/C567847|C18.452.132.100.362/C567847|C18.452.648.189.362/C567847|C18.452.660/C567847|C23.888.592.604.882/C567847	AGC1 Deficiency|Aspartate-Glutamate Carrier 1 Deficiency|EIEE39|EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 39|HYPOMYELINATION, GLOBAL CEREBRAL	Genetic disease (inborn)|Metabolic disease|Nervous system disease|Signs and symptoms
MESH:C562818	Glutaric Aciduria III	OMIM:231690	MESH:D000592	C16.320.565.100/C562818|C18.452.648.100/C562818	GA3|GA III|Glutaryl-CoA Oxidase Deficiency	Genetic disease (inborn)|Metabolic disease
MESH:C565221	Erythrocytosis, Familial, 3	OMIM:609820	MESH:D011086	C15.378.738/C565221	ECYT3	Blood disease
MESH:D020336	Paraparesis, Spastic		MESH:D020335	C10.597.636.500.500|C23.888.592.643.500.500	Lower Extremity Weakness, Spastic|Parapareses, Spastic|Spastic Lower Extremity Weakness|Spastic Parapareses|Spastic Paraparesis	Nervous system disease|Signs and symptoms
MESH:C580241	Larsen Syndrome		MESH:D010009	C05.116.099.708/C580241|C16.320.728/C580241		Genetic disease (inborn)|Musculoskeletal disease
MESH:C536079	Hydrolethalus syndrome		MESH:D006228|MESH:D006330|MESH:D006849	C05.390.408/C536079|C05.660.585.988.425/C536079|C10.228.140.602/C536079|C14.240.400/C536079|C14.280.400/C536079|C16.131.240.400/C536079|C16.131.621.585.988.500/C536079		Cardiovascular disease|Congenital abnormality|Musculoskeletal disease|Nervous system disease
MESH:C538136	Hyperexplexia hereditary	OMIM:149400|OMIM:614618|OMIM:614619	MESH:D009127	C05.651.504/C538136|C10.597.613.550.500/C538136|C23.888.592.608.550.500/C538136	Congenital stiff person syndrome|Exagerrated startle reflex|EXAGGERATED STARTLE REACTION|Familial startle disease|HKPX1|HKPX2|HKPX3|HYPEREKPLEXIA 2|HYPEREKPLEXIA 3|HYPEREKPLEXIA, HEREDITARY 1|Kok disease|STARTLE DISEASE, FAMILIAL|STARTLE REACTION, EXAGGERATED|STHE|Stiff baby syndrome|STIFF-BABY SYNDROME|STIFF-MAN SYNDROME, CONGENITAL|STIFF-PERSON SYNDROME, CONGENITAL	Musculoskeletal disease|Nervous system disease|Signs and symptoms
OMIM:608033	ENCEPHALOPATHY, ACUTE, INFECTION-INDUCED, SUSCEPTIBILITY TO, 3		MESH:D004684|MESH:D007239	C01.539/608033|C10.114.375.225.500/608033|C10.114.375.362/608033|C10.228.140.695.562.225.500/608033|C10.228.140.695.562.375/608033|C10.314.350.225.500/608033|C10.314.350.375/608033|C20.111.258.250.350.500/608033|C20.111.258.250.425/608033	ANE|ENCEPHALOPATHY, ACUTE NECROTIZING, SUSCEPTIBILITY TO|IIAE3	Bacterial infection or mycosis|Immune system disease|Nervous system disease
MESH:D001017	Aortic Coarctation		MESH:D006330	C14.240.400.090|C14.280.400.090|C16.131.240.400.090	Aorta Coarctation|Aorta Coarctations|Aorta Dominant Coarctation|Aorta Dominant Coarctations|Aortic Coarctations|Coarctation, Aortic|Coarctation of Aorta|Coarctation of Aorta Dominant|Coarctation of the Aorta|Coarctations, Aortic	Cardiovascular disease|Congenital abnormality
MESH:D011015	Pneumonia, Aspiration	DO:DOID:0050152|DO:DOID:3240	MESH:D011014	C08.381.677.529|C08.730.610.529	Acid Aspiration Syndrome|Acid Aspiration Syndromes|Aspiration Pneumonia|Aspiration Pneumonias|Gastric Acid Aspiration Syndrome|Mendelson's Syndrome|Mendelsons Syndrome|Mendelson Syndrome|Pneumonias, Aspiration|Syndrome, Acid Aspiration|Syndrome, Mendelson|Syndrome, Mendelson's|Syndromes, Acid Aspiration	Respiratory tract disease
MESH:D003047	Coccidioidomycosis	DO:DOID:13450	MESH:D009181	C01.703.203	Coccidioides immitis Infection|Coccidioides immitis Infections|Coccidioidomycoses|Infection, Coccidioides immitis|Infections, Coccidioides immitis|San Joaquin Valley Fever|Valley Fever|Valley Fevers	Bacterial infection or mycosis
MESH:D038062	Upper Extremity Deformities, Congenital		MESH:D017880	C05.660.585.988|C16.131.621.585.988	Upper Limb Deformities, Congenital	Congenital abnormality|Musculoskeletal disease
MESH:C563142	Mental Retardation, X-Linked 20	OMIM:300047	MESH:D038901	C10.597.606.643.455/C563142|C16.320.322.500/C563142|C16.320.400.525/C563142	MRX20	Genetic disease (inborn)|Nervous system disease
OMIM:116100	CATARACT 20, MULTIPLE TYPES	DO:DOID:0110240	MESH:D002386	C11.510.245/116100	CTRCT20	Eye disease
MESH:C563719	Generalized Epilepsy and Paroxysmal Dyskinesia	OMIM:609446	MESH:D002819|MESH:D004829	C10.228.140.490.375/C563719|C10.228.662.262.249/C563719|C10.597.350.250/C563719|C23.888.592.350.250/C563719	Epilepsy, Generalized, with Paroxysmal Dyskinesia|GENERALIZED EPILEPSY AND PAROXYSMAL DYSKINESIA|GEPD|PAROXYSMAL NONKINESIGENIC DYSKINESIA, 3, WITH OR WITHOUT GENERALIZED EPILEPSY|PNKD3	Nervous system disease|Signs and symptoms
MESH:D008577	Meningeal Neoplasms	DO:DOID:3565	MESH:D016543	C04.588.614.250.580|C10.551.240.500	Benign Meningeal Neoplasm|Benign Meningeal Neoplasms|Cancer, Meningeal|Cancers, Meningeal|Intracranial Meningeal Neoplasm|Intracranial Meningeal Neoplasms|Leptomeningeal Neoplasm|Leptomeningeal Neoplasms|Malignant Meningeal Neoplasm|Malignant Meningeal Neoplasms|Meningeal Cancer|Meningeal Cancers|Meningeal Neoplasm|Meningeal Neoplasm, Benign|Meningeal Neoplasm, Intracranial|Meningeal Neoplasm, Malignant|Meningeal Neoplasms, Benign|Meningeal Neoplasms, Intracranial|Meningeal Neoplasms, Malignant|Meningeal Neoplasm, Spinal|Meningeal Neoplasms, Spinal|Meningeal Tumor|Meningeal Tumors|Neoplasm, Benign Meningeal|Neoplasm, Intracranial Meningeal|Neoplasm, Leptomeningeal|Neoplasm, Malignant Meningeal|Neoplasm, Meningeal|Neoplasms, Benign Meningeal|Neoplasms, Intracranial Meningeal|Neoplasms, Leptomeningeal|Neoplasms, Malignant Meningeal|Neoplasms, Meningeal|Neoplasm, Spinal Meningeal|Neoplasms, Spinal Meningeal|Spinal Meningeal Neoplasm|Spinal Meningeal Neoplasms|Tumor, Meningeal|Tumors, Meningeal	Cancer|Nervous system disease
MESH:C567234	Mental Retardation, Autosomal Dominant 5	OMIM:612621	MESH:D008607	C10.597.606.643/C567234|C23.888.592.604.646/C567234|F03.625.539/C567234	MRD5	Mental disorder|Nervous system disease|Signs and symptoms
MESH:D000309	Adrenal Insufficiency		MESH:D000307	C19.053.500	Adrenal Gland Hypofunction|Adrenal Insufficiencies|Hypoadrenalism|Hypofunction, Adrenal Gland	Endocrine system disease
OMIM:116600	CATARACT 6, MULTIPLE TYPES	DO:DOID:0110229	MESH:D002386	C11.510.245/116600	ARCC2|CATARACT, AGE-RELATED CORTICAL, 2|CATARACT, POSTERIOR POLAR, 1|CTPP1|CTRCT6	Eye disease
MESH:D008382	Marfan Syndrome	DO:DOID:14323|OMIM:154700	MESH:D000015|MESH:D001848|MESH:D003240|MESH:D006330|MESH:D030342	C05.116.099.674|C14.240.400.725|C14.280.400.725|C16.131.077.550|C16.131.240.400.720|C16.320.540|C17.300.500	Marfan's Syndrome|Marfans Syndrome|Marfan Syndrome, Type I|MFS|MFS1|Syndrome, Marfan|Syndrome, Marfan's	Cardiovascular disease|Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Musculoskeletal disease
MESH:C567115	Combined Cellular And Humoral Immune Defects With Granulomas	OMIM:233650	MESH:D006105|MESH:D016511	C15.378.553.774.535/C567115|C16.320.322.233/C567115|C16.614.815/C567115|C18.452.284.800/C567115|C20.673.774.535/C567115|C20.673.815/C567115	CCHIDG	Blood disease|Genetic disease (inborn)|Immune system disease|Infant-newborn disease|Metabolic disease
MESH:C563551	Myeloproliferative Syndrome, Transient	OMIM:159595	MESH:D004314|MESH:D007955	C10.597.606.643.220/C563551|C15.378.190.636.484/C563551|C15.378.553.475.428/C563551|C16.131.077.327/C563551|C16.131.260.260/C563551|C16.320.180.260/C563551	Leukemia, Transient|MST|TAM|Transient Abnormal Myelopoiesis	Blood disease|Congenital abnormality|Genetic disease (inborn)|Nervous system disease
MESH:C537848	Norman Roberts lissencephaly syndrome	DO:DOID:0060902|OMIM:257320	MESH:D054082	C10.500.507.450.499/C537848|C16.131.666.507.450.499/C537848	LIS2|Lissencephaly 2|Lissencephaly syndrome, Norman-Roberts type|NORMAN-ROBERTS SYNDROME	Congenital abnormality|Nervous system disease
MESH:D017700	Embolism, Cholesterol	DO:DOID:1461	MESH:D004620	C14.907.355.350.454.500	Atheroembolism|Atheroembolisms|Cholesterol Embolism|Cholesterol Embolisms|Embolisms, Cholesterol	Cardiovascular disease
MESH:C563797	Combined Oxidative Phosphorylation Deficiency 1	OMIM:609060	MESH:D006501|MESH:D008661	C06.552.308.500.356/C563797|C10.228.140.163.360/C563797|C16.320.565/C563797|C18.452.132.360/C563797|C18.452.648/C563797	COXPD1|Hepatoencephalopathy, Early Fatal Progressive	Digestive system disease|Genetic disease (inborn)|Metabolic disease|Nervous system disease
MESH:C536655	Phosphoenolpyruvate carboxykinase 2 deficiency	OMIM:261650	MESH:D015325	C10.228.140.163.100.750/C536655|C10.597.606.643.455.875/C536655|C16.320.322.500.875/C536655|C16.320.400.525.875/C536655|C16.320.565.189.750/C536655|C16.320.565.202.810.766/C536655|C18.452.132.100.750/C536655|C18.452.648.189.750/C536655|C18.452.648.202.810.766/C536655|C18.452.660.710/C536655	PCK2 DEFICIENCY|PCKDM|PEPCK2 DEFICIENCY|PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, MITOCHONDRIAL	Genetic disease (inborn)|Metabolic disease|Nervous system disease
MESH:C535658	Acromesomelic dysplasia		MESH:D004392|MESH:D010009	C05.116.099.343/C535658|C05.116.099.708/C535658|C16.320.240/C535658|C16.320.728/C535658|C19.297/C535658	Acromesomelic Dwarfism|Acromesomelic dwarfism Maroteux type|Acromesomelic dysplasia Hunter Thompson type|Acromesomelic dysplasia Hunter-Thompson type|Acromesomelic Dysplasia, Hunter-Thompson Type|St Helena dysplasia|St. Helena Dysplasia	Endocrine system disease|Genetic disease (inborn)|Musculoskeletal disease
OMIM:614617	DEAFNESS, AUTOSOMAL RECESSIVE 86	DO:DOID:0110532	MESH:D003638	C09.218.458.341.186/614617|C10.597.751.418.341.186/614617|C23.888.592.763.393.341.186/614617	DFNB86	Ear-nose-throat disease|Nervous system disease|Signs and symptoms
MESH:D052016	Mucositis	DO:DOID:0080178	MESH:D005759|MESH:D009059	C06.405.205.798|C07.465.584	Mucositides	Digestive system disease|Mouth disease
MESH:D000987	Antisocial Personality Disorder	DO:DOID:10939	MESH:D010554	F03.675.050	Antisocial Personalities|Antisocial Personality|Antisocial Personality Disorders|Behavior, Dyssocial|Behaviors, Dyssocial|Disorder, Antisocial Personality|Disorders, Antisocial Personality|Dyssocial Behavior|Dyssocial Behaviors|Personalities, Antisocial|Personalities, Psychopathic|Personalities, Sociopathic|Personality, Antisocial|Personality Disorder, Antisocial|Personality Disorders, Antisocial|Personality, Psychopathic|Personality, Sociopathic|Psychopathic Personalities|Psychopathic Personality|Sociopathic Personalities|Sociopathic Personality	Mental disorder
MESH:D005096	Exostoses	DO:DOID:203	MESH:D015576	C05.116.540.310	Exostosis	Musculoskeletal disease
OMIM:133701	EXOSTOSES, MULTIPLE, TYPE II	DO:DOID:206	MESH:D005097	C04.557.450.565.575.610.615.325/133701|C04.700.330/133701|C05.116.099.708.670.615.325/133701|C05.116.540.310.500/133701|C16.320.700.330/133701	EXT2	Cancer|Genetic disease (inborn)|Musculoskeletal disease
MESH:C536316	Peeling skin syndrome, acral type	OMIM:609796	MESH:D012871	C17.800/C536316	Acral peeling skin syndrome|APSS|Peeling skin syndrome 2|PEELING SKIN SYNDROME, ACRAL TYPE|PSS2	Skin disease
MESH:C535531	Intervertebral disc disease	OMIM:603932	MESH:D007405|MESH:D055959	C05.116.900.153/C535531|C05.116.900.307/C535531|C23.300.707.952/C535531	IDD|LDD, INCLUDED|LUMBAR DISC DEGENERATION, SUSCEPTIBILITY TO, INCLUDED|Lumbar Disc Disease|LUMBAR DISC DISEASE, INCLUDED|LUMBAR DISC HERNIATION, SUSCEPTIBILITY TO, INCLUDED	Musculoskeletal disease|Pathology (anatomical condition)
MESH:C563117	Rosselli-Gulienetti Syndrome	OMIM:225000	MESH:D002971|MESH:D002972|MESH:D004476|MESH:D013576|MESH:D014564	C05.116.099.370.894.819/C563117|C05.500.460.185/C563117|C05.660.207.540.460.185/C563117|C05.660.585.800/C563117|C05.660.906.819/C563117|C07.320.440.185/C563117|C07.465.409.225/C563117|C07.465.525.164/C563117|C07.465.525.185/C563117|C07.650.500.460.185/C563117|C07.650.525.164/C563117|C07.650.525.185/C563117|C12.706/C563117|C13.351.875/C563117|C16.131.077.350/C563117|C16.131.621.207.540.460.185/C563117|C16.131.621.585.800/C563117|C16.131.621.906.819/C563117|C16.131.831.350/C563117|C16.131.850.500.460.185/C563117|C16.131.850.525.164/C563117|C16.131.850.525.185/C563117|C16.131.939/C563117|C16.320.850.250/C563117|C17.800.804.350/C563117|C17.800.827.250/C563117		Congenital abnormality|Genetic disease (inborn)|Mouth disease|Musculoskeletal disease|Skin disease|Urogenital disease (female)|Urogenital disease (male)
MESH:C536587	Alport syndrome, recessive type	OMIM:203780	MESH:D009394	C12.706.742/C536587|C12.777.419.570.620/C536587|C13.351.875.742/C536587|C13.351.968.419.570.620/C536587|C16.131.939.742/C536587|C17.300.200.517/C536587	ALPORT SYNDROME, AUTOSOMAL RECESSIVE	Congenital abnormality|Connective tissue disease|Urogenital disease (female)|Urogenital disease (male)
MESH:C563930	Epilepsy, Nocturnal Frontal Lobe, Type 1	OMIM:600513	MESH:D017034	C10.228.140.490.360.270/C563930|C10.228.140.490.493.188/C563930	ENFL1|EPILEPSY, NOCTURNAL FRONTAL LOBE, 1	Nervous system disease
MESH:C564327	Hypotrichosis-Lymphedema-Telangiectasia Syndrome	OMIM:607823	MESH:D007039|MESH:D008209|MESH:D013684	C14.907.823/C564327|C15.604.496/C564327|C17.800.329.937/C564327	HLTS	Cardiovascular disease|Lymphatic disease|Skin disease
MESH:D002303	Cardiac Output, Low		MESH:D006331|MESH:D012816	C14.280.148|C23.888.192	Low Cardiac Output|Low Cardiac Output Syndrome|Output, Low Cardiac	Cardiovascular disease|Signs and symptoms
MESH:C567287	Ciliary Dyskinesia, Primary, 10	OMIM:612518	MESH:D002925	C08.200/C567287|C09.150/C567287|C16.131.077.245.500/C567287|C16.320.184.500/C567287	CILD10|CILIARY DYSKINESIA, PRIMARY, 10, WITH OR WITHOUT SITUS INVERSUS	Congenital abnormality|Ear-nose-throat disease|Genetic disease (inborn)|Respiratory tract disease
MESH:D008548	Melanosis		MESH:D017495	C17.800.621.430.530	Chloasma|Chloasmas|Freckle|Freckles|Melanism|Melanoses|Melasma|Melasmas	Skin disease
MESH:C565315	Diabetes Mellitus, Insulin-Dependent, 18	OMIM:605598	MESH:D003922	C18.452.394.750.124/C565315|C19.246.267/C565315|C20.111.327/C565315	IDDM18|Insulin-Dependent Diabetes Mellitus 18	Endocrine system disease|Immune system disease|Metabolic disease
MESH:C567685	Colorectal Cancer, Hereditary Nonpolyposis, Type 8	OMIM:613244	MESH:D003123	C04.588.274.476.411.307.190/C567685|C04.700.250/C567685|C06.301.371.411.307.190/C567685|C06.405.249.411.307.190/C567685|C06.405.469.158.356.190/C567685|C06.405.469.491.307.190/C567685|C16.320.700.250/C567685|C18.452.284.255/C567685	HNPCC8	Cancer|Digestive system disease|Genetic disease (inborn)|Metabolic disease
MESH:D000844	Ankylosis	DO:DOID:227	MESH:D007592	C05.550.069	Ankyloses	Musculoskeletal disease
MESH:C567480	Myopathy, X-Linked, With Postural Muscle Atrophy	OMIM:300696	MESH:D020389	C05.651.534.500.350/C567480|C10.668.491.175.500.350/C567480|C16.320.322.625/C567480|C16.320.577.350/C567480	EDMD6, INCLUDED|EMERY-DREIFUSS MUSCULAR DYSTROPHY 6, X-LINKED, INCLUDED|Xmpma	Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease
OMIM:121201	SEIZURES, BENIGN FAMILIAL NEONATAL, 2	DO:DOID:14264	MESH:D020936	C10.228.140.490.370/121201|C16.614.258/121201	BFNC2|BFNS2|CONVULSIONS, BENIGN FAMILIAL NEONATAL, 2	Infant-newborn disease|Nervous system disease
MESH:D005534	Foot Diseases		MESH:D009140|MESH:D012871	C05.360|C17.800.321	Foot Disease	Musculoskeletal disease|Skin disease
